Profile,Carbon.Kg.m2,Nitrogen.g.m2,Latitude,Longitude,Code
4003001 7.1.1 GH,8.7,933,6.7,-1.6,C
4003002 7.1.2 GH,7.8,807,6.3,-2.3,C
4003003 7.1.3 IC,6.8,303,5.9,-4.2,C
4003004 7.2.1 NG,3.6,294,12,6,C
4003005 7.2.2 NG,2.2,260,12,6,C
4003006 7.2.3 GH,6.3,519,10,0,C
4004001 2 SL,3.7,244,8.5,-13.3,C
4004002 1 GUI,7.8,503,9.5,-13.7,C
4004003 7 GUI,3.3,394,10.8,-10.9,C
4004004 8 GUI,6.4,514,10.4,-9.2,C
4004005 9 GUI,7.9,466,9.2,-9,C
4004006 1 IC,1.7,103,8,-2.2,C
4004007 4 IC,5.1,329,8,-2.2,C
4004008 5 IC,2.6,346,8,-2.2,C
4004009 6 IC,12.2,1127,8,-2.2,C
4004010 1 GH,3.2,576,9.5,-2.3,C
4004011 2 DA,1.5,117,9,2.7,C
4004012 4 NG,13.9,1109,9.6,8.3,C
4005001 PH01 KE,14.1,1835,-1.2,36.7,C
4005002 PH02 KE,17.3,2141,-1.2,36.7,C
4005003 PH03 KE,36.6,4223,-0.6,36.7,C
4005004 PH04 TZ,12.2,1619,-4.8,38.3,C
4005005 PH05 TZ,56.9,3591,-8.1,35.9,C
4005006 PH06 UG,10.4,1069,0.5,33.2,C
4005007 PH07 UG,22,3357,0.7,30.3,C
4006001 SG01 TZ,5.8,539,-4.3,36.7,C
4006002 SG02 TZ,2.3,250,-5.6,34.6,C
4006003 SG03 TZ,7,455,-4.3,34.1,C
4006004 SG04 TZ,1.6,222,-3.8,34.9,C
4006005 SG05 TZ,5.6,1365,-4.2,35,C
4006006 SG06 TZ,5.9,706,-5.7,38.3,C
4006007 SG07 TZ,3.8,404,-4.7,38.7,C
4006008 SG08 TZ,2.7,265,-5.9,38.8,C
4006009 SG09TZ,37.5,2468,-4.7,38.3,C
4006010 SG10TZ,10.1,1036,-3.4,36.4,C
4007001 081-I1T NG,5.5,650,8.7,3.7,C
4007002 082-I1U NG,6.9,788,8.7,3.7,C
4007003 083-I1L NG,3.8,453,8.7,3.7,C
4007004 084-I1V NG,4.9,661,8.7,3.7,C
4007005 072-I2T NG,6.3,838,8.1,3.3,C
4007006 073-I2U NG,8.6,835,8.1,3.3,C
4007007 067-I2L NG,7.2,630,8.1,3.3,C
4007008 074-I2V NG,8.6,852,8.1,3.3,C
4007009 056-I3T NG,2.9,436,7.5,3.9,C
4007010 055-I3U NG,6.6,1049,7.5,3.9,C
4007011 065-I3U/L NG,2.8,419,7.5,3.9,C
4007012 066-I3L NG,3.9,607,7.5,3.9,C
4007013 057-I3V NG,5.8,776,7.5,3.9,C
4007014 090-I4U NG,9.2,1290,7.5,4.4,C
4007015 091-I4L NG,4.3,501,7.5,4.4,C
4007016 089-I4V NG,3,381,7.5,4.4,C
4007017 086-I5T NG,5.9,911,6.8,4.9,C
4007018 085-I5U NG,6.8,926,6.8,4.9,C
4007019 088-I5L NG,5.2,706,6.8,4.9,C
4007020 087-I6V NG,15,914,6.8,4.9,C
4007021 097-I6T NG,4.9,671,5.4,8.3,C
4007022 099-I6U NG,8.7,1028,5.4,8.3,C
4007023 100-I6L NG,3.8,580,5.4,8.3,C
4007024 098-I6V NG,8.5,695,5.4,8.3,C
4007025 092-A2T NG,8.8,1019,7.9,4.1,C
4007026 093-A2L NG,5.5,771,7.9,4.1,C
4007027 070-A4U NG,7.9,1093,7.2,4.7,C
4007028 071-A4L NG,6.1,811,7.2,4.7,C
4007029 095-A6T NG,10.9,1409,5.4,8.3,C
4007030 094-A6L NG,10.4,1234,5.4,8.3,C
4007031 096-A6V NG,3.9,484,5.4,8.3,C
4007032 076-B4T NG,12.1,1882,7.4,4.5,C
4007033 075-B4U NG,7.9,1333,7.4,4.5,C
4007034 078-B4L NG,8.3,1465,7.4,4.5,C
4007035 110-B4L/V NG,11.2,1364,7.4,4.5,C
4007036 080-S3T NG,6.3,1064,6.8,3.7,C
4007037 069-S3U NG,3.4,567,6.8,3.7,C
4007038 079-S3L NG,4,627,6.8,3.7,C
4007039 068-S3V NG,2.9,367,6.8,3.7,C
4008001 OM3 MR,3.7,895,34.1,-5,C
4008002 OMP2 MR,6.5,1159,34.1,-5,C
4008003 OMP1 MR,6.6,982,34.1,-5,C
4008004 OM5 MR,8.7,1236,34.1,-5,C
4008005 OLP1 MR,9.3,10725,34.1,-5,C
4008006 AK1 MR,9.5,1196,34.1,-5,C
4008007 AJ1 MR,6.3,838,34.1,-5,C
4008008 EA1 MR,6.2,1138,34.1,-5,C
4008009 EA6 MR,9.6,1247,34.1,-5,C
4008010 EA9 MR,10.2,1248,34.1,-5,C
4008011 AKP1 MR,3.1,966,34.1,-5,C
4008012 EA11 MR,4,1014,34.1,-5,C
4008013 OMP3 MR,<0.1,<0.1,34.1,-5,C
4008014 OM1 MR,4.1,356,34.1,-5,C
4009001 EAP5 MR,5,451,34.9,-5.6,C
4009002 EAP2 MR,3.3,374,34.9,-5.6,C
4009003 EAP12 MR,8.8,1023,34.9,-5.6,C
4010001 EAP6 MR,3.8,440,34.9,-5.6,C
4010002 RD-EAP2 MR,534.5,969,34.9,-5.6,C
4010003 RD-EAP10 MR,15.2,1436,34.9,-5.6,C
4010004 RD-EAP4 MR,20,2117,34.9,-5.6,C
4010005 RD-EAP11 MR,11.5,2809,34.9,-5.6,C
4010006 RD-EAP14 MR,15.4,1258,34.9,-5.6,C
4010007 RD-EAP15 MR,13,1121,34.9,-5.6,C
4011006 122 SA,11.1,1266,-29.2,30,C
4011009 125 SA,7.4,984,-28.3,30.3,C
4011012 128 SA,12.4,1399,-27.4,29.9,C
4011014 130 SA,17.3,2014,-29.2,30,C
4011024 140 SA,17.9,1406,-28.5,30.5,C
4011025 141 SA,10.1,<0.1,-29,29.4,C
4011026 142 SA,18.9,1783,-29.2,30,C
4011042 158 SA,24.1,2022,-29.4,29.9,C
4011043 159 SA,15.8,1461,-29.2,29.9,C
4011044 160 SA,11.5,1007,-29,29.7,C
4011045 161 SA,19,1626,-29.1,30,C
4011053 169 SA,12.9,1520,-29.1,30,C
4011054 170 SA,16.3,1368,-29.4,29.9,C
4011055 171 SA,17.6,1575,-28.5,30.4,C
4011057 173 SA,21.2,1699,-29.2,29.8,C
4011058 174 SA,26.3,1482,-29.3,29.8,C
4011061 177 SA,76.3,4107,-29.5,29.9,C
4011063 179 SA,25.3,<0.1,-30,29.1,C
4011080 196 SA,6.5,660,-29.2,29.8,C
4011088 204 SA,20.8,1610,-28.4,30.4,C
4011089 205 SA,8.1,659,-28.6,30.9,C
4011116 234 SA,10,1189,-28.3,30.3,C
4011013 129 SA,17.1,1429,-29.5,30.2,C
4011019 135 SA,13.4,1083,-29,30.7,C
4011027 143 SA,<0.1,<0.1,-29.8,30.3,C
4011059 175 SA,54.8,<0.1,-29.6,30.9,C
4011060 176 SA,26.2,1890,-29.5,30.1,C
4011069 185 SA,29.1,2122,-29,30.8,C
4011071 187 SA,24.8,1611,-29.4,30.2,C
4011073 189 SA,29.3,<0.1,-31.4,29.7,C
4011081 197 SA,8,480,-29,30.8,C
4011087 203 SA,21.6,1429,-28.7,31.1,C
4011090 206 SA,15.5,1106,-28.7,31.1,C
4011098 214 SA,24.2,1750,-29.5,30.2,C
4011115 233 SA,14.5,1697,-29.3,30.3,C
4011004 120 SA,7.8,752,-29.2,30.1,C
4011005 121 SA,10.2,706,-29.2,30.2,C
4011007 123 SA,6.6,718,-28.1,30.2,C
4011015 131 SA,11.1,1052,-28.7,29.3,C
4011016 132 SA,9.2,<0.1,-28.8,29.5,C
4011017 133 SA,9.2,1138,-28.7,29.3,C
4011018 134 SA,3.7,459,-28.1,30.6,C
4011031 147 SA,9.6,836,-28.8,29.5,C
4011032 148 SA,18,1300,-29.2,30,C
4011033 149 SA,12.5,936,-28.8,29.5,C
4011037 153 SA,5.8,772,-28.1,30.6,C
4011046 162 SA,5.9,645,-28.2,30.2,C
4011047 163 SA,12.4,<0.1,-28.7,29.4,C
4011048 164 SA,11.3,1156,-28.2,30.3,C
4011056 172 SA,2.5,245,-29.2,30.1,C
4011064 180 SA,10.5,<0.1,-28.7,29.1,C
4011065 181 SA,11.6,<0.1,-28.7,29.3,C
4011066 182 SA,17.4,1180,-29.2,30.1,C
4011077 193 SA,3.6,292,-29.2,30.1,C
4011083 199 SA,5.6,530,-29.2,30,C
4011086 202 SA,7.2,935,-28.8,29.5,C
4011106 224 SA,15.2,1709,-27.9,29.9,C
4011107 225 SA,20.9,1347,-28.1,30.1,C
4011108 226 SA,10.2,1052,-28,29.7,C
4011110 228 SA,1.1,180,-28,30,C
4011114 232 SA,21.2,1906,-28.1,30,C
4011117 235 SA,17.2,1247,-28.1,30.2,C
4011118 236 SA,9.9,<0.1,-28.8,29.5,C
4011119 237 SA,12.3,1052,-28.1,20.3,C
4011120 238 SA,4.1,959,-28.1,29.8,C
4011121 239 SA,13.2,1062,-28.1,30.2,C
4011122 240 SA,15.5,<0.1,-28.7,29.4,C
4011001 117 SA,12.8,<0.1,-28.6,29.6,C
4011002 118 SA,11,773,-28,30.4,C
4011003 119 SA,13.8,1027,-28.5,20.8,C
4011008 124 SA,4.1,894,-28,30.3,C
4011010 126 SA,4.8,631,-29,29.7,C
4011011 127 SA,8.7,832,-28.6,29.7,C
4011020 136 SA,6,689,-28.6,29.9,C
4011021 137 SA,5.4,566,-27.8,30.4,C
4011022 138 SA,9.9,1027,-29.1,30.2,C
4011034 150 SA,3.3,487,-28.1,30.5,C
4011035 151 SA,3.3,480,-28.3,30.5,C
4011036 152 SA,4.9,919,-27.9,30.2,C
4011038 154 SA,3.9,814,-29,29.7,C
4011039 155 SA,6.7,<0.1,-28.7,29.4,C
4011040 156 SA,7.1,1195,-29,29.8,C
4011041 157 SA,6.8,1114,-29.1,30.2,C
4011049 165 SA,7.8,985,-28.8,30.3,C
4011050 166 SA,7.8,867,-27.7,30.3,C
4011062 178 SA,4.4,<0.1,-27.7,30.3,C
4011068 184 SA,1.2,<0.1,-28.6,29.7,C
4011070 186 SA,3.8,<0.1,-28.3,30.5,C
4011072 188 SA,3.1,479,-28.3,30.5,C
4011075 191 SA,6.9,949,-28.5,30.2,C
4011076 192 SA,3.9,739,-28.2,30.5,C
4011082 198 SA,4.2,865,-28.8,30.3,C
4011085 201 SA,2.2,231,-28.4,30.2,C
4011091 207 SA,3.2,501,-28.5,30.3,C
4011092 208 SA,10.7,1163,-28.3,30.1,C
4011093 209 SA,8.7,<0.1,-28.7,29.4,C
4011096 212 SA,6.9,545,-28.6,29.9,C
4011097 213 SA,5.4,661,-28,30.4,C
4011100 217 SA,4.9,617,-28.5,30.2,C
4011102 219 SA,7,780,-28.8,29.7,C
4011105 222 SA,2.6,839,-28.4,30.2,C
4011109 227 SA,11.3,1064,-29.1,29.9,C
4011112 230 SA,5.2,<0.1,-28.4,30.2,C
4011028 144 SA,31.2,2142,-28.9,30.2,C
4011029 145 SA,14.8,1137,-28.9,31.2,C
4011099 216 SA,12.1,1072,-28.9,31.2,C
4011030 146 SA,6.1,687,-28.5,30.1,C
4011051 167 SA,8.2,824,28.6,30.1,C
4011074 190 SA,6.7,832,-28.5,30.1,C
4011084 200 SA,2.7,322,-28.8,30.3,C
4011094 210 SA,7.9,1324,-28.9,29.9,C
4011101 218 SA,12.6,1129,-28.5,30,C
4011103 220 SA,7.2,850,-28.7,30.2,C
4011104 221 SA,4.1,414,-28.7,30.4,C
4011111 229 SA,8.3,954,-28.9,30.1,C
4011067 183 SA,14.2,1089,-28.8,30.9,C
4011023 139 SA,113,<0.1,-29.1,29.4,C
4011052 168 SA,4.2,<0.1,-30.2,30.7,C
4011113 231 SA,5.7,<0.1,-29.5,31.1,C
4011078 194 SA,12.2,1081,-28.5,31,C
4011079 195 SA,3.5,268,-28.6,29.9,C
4011095 211 SA,9.6,841,-29.3,30,C
5001001 200 AU,21.6,1291,-37,147.3,C
5001002 202 AU,6.7,453,-36.2,147.3,C
5001003 203 AU,10.6,604,-36.2,147.3,C
5001004 204 AU,10.2,964,-36.2,147.3,C
5001005 211 AU,9.9,688,-26.7,147.7,C
5001006 212 AU,11.5,944,-37.2,147.5,C
5001007 215 AU,3.7,260,-37.3,147.7,C
5001008 217 AU,8.9,827,-36.5,147.3,C
5001009 220 AU,11.8,480,-36.5,147.5,C
5001010 223 AU,19.7,1209,-37,147.5,C
5001011 224 AU,14.6,705,-37,147.5,C
5001012 348 AU,18.7,1432,-36.5,147.2,C
5002001 QL01 AU,11,1687,-27.7,151.5,C
5002002 QL02 AU,20.9,1179,-27.7,151.5,C
5002003 QL03 AU,19.5,1123,-27.7,151.5,C
5002004 QL04 AU,20,1488,-27.7,151.5,C
5002005 QL05 AU,9.2,439,-26.7,153.2,C
5002006 QL06 AU,29.1,2283,-26.7,153.2,C
5002007 QL07 AU,12.8,1637,-26.7,153.2,C
5002008 QL08 AU,11.5,835,-26.7,153.2,C
6003001 534A AI,3.8,369,37.5,-25.5,C
6003002 534B AI,4.8,533,37.5,-25.5,C
6003003 534C AI,10.9,903,37.5,-25.5,C
6004001 BA1 CU,6.6,871,22.5,-82,C
6004002 BA2 CU,7.4,192,20.3,-75,C
6005014 61-PR-8-5,9.6,841,18.2,-66.9,C
6005019 61-PR-4-2,5.6,451,18.2,-66.3,C
6005050 58-PR-4-6,5.9,690,18.2,-66.2,C
6005056 61-PR-9-1,9.3,1001,18.5,-66.1,C
6005075 58-PR-9-1,15.1,1308,18.4,-60.2,C
6005077 61-PR-10-1,23.3,2017,18.2,-66.3,C
6005083 58-PR-4-4,11.1,1054,18.2,-66.2,C
6005084 57-PR-14-2,10,935,18.1,-67.1,C
6005085 57-PR-8-1,34.3,1751,18.2,-167.2,C
6005087 63-PR-7-1,14.4,1523,18.2,-66.2,C
6005089 59-PR-10-8,16.7,1827,18.2,-66.3,C
6005117 63-PR-16-2,12.8,1247,18.3,-66,C
6005119 61-PR-14-9,13.6,1230,18.1,-67.1,C
6006001 1 CI,11.5,940,28.1,-16.6,C
6006002 2 CI,7.3,810,28.1,-16.5,C
6006003 3 CI,4.1,245,28.1,-16.5,C
6006004 4 CI,3.6,552,28.1,-16.5,C
6006005 5 CI,2.2,545,28.1,-16.5,C
6006006 6 CI,3,615,28.1,-16.4,C
6006007 7 CI,8.4,892,28.2,-16.4,C
6006008 8 CI,3.2,551,28.1,-16.7,C
6006009 9 CI,25.8,2777,28.3,-16.4,C
6006010 10 CI,43.3,4083,28.3,-16.5,C
6006011 11 CI,7.2,884,28.3,-16.4,C
6006012 12 CI,16.7,1645,28.6,-16.2,C
6006013 13 CI,25.7,2096,28.6,-16.2,C
6006014 14 CI,17.8,1851,28.5,-16.2,C
6006015 15 CI,9,1166,28.5,-16.2,C
6006016 16 CI,4.7,709,28.6,-16.2,C
6007001 17 CI,35.3,3927,28.3,-16.5,C
6007002 18 CI,16.7,16748,28.3,-16.5,C
6007003 19 CI,53.1,3866,28.3,-16.5,C
6007004 20 CI,12.4,357,28.3,-16.5,C
6007005 21 CI,33.2,2550,28.3,-16.5,C
6007006 22 CI,24.9,1677,28.3,-16.5,C
6007007 23 CI,24.5,2679,28.3,-16.5,C
6007008 24 CI,15.4,587,28.3,-16.5,C
6007009 25 CI,29.3,2766,28.5,-16.2,C
6007010 27 CI,19.4,1341,28.3,-16.5,C
6007011 28 CI,29.4,2964,28.3,-16.5,C
6007012 29 CI,9.7,924,28.3,-16.5,C
6007013 30 CI,7.3,358,28.3,-16.5,C
7001001 SK4 JP,28,1588,33.7,133.8,C
7001002 SK8 JP,14.2,1217,33.7,133.8,C
7001003 SK9 JP,31.1,1675,33.7,133.8,C
7001004 SK10 JP,16.5,1049,33.7,133.8,C
7001005 SK11 JP,22.6,2003,33.7,133.8,C
7001006 SK12 JP,31,1987,33.7,133.8,C
7001007 SK13 JP,22.7,1456,33.7,133.8,C
7001008 SK15 JP,20.7,<0.1,33.7,133.8,C
7001009 SK16 JP,28.7,1876,33.7,133.8,C
7001010 SK17 JP,15.7,755,33.7,133.8,C
7001011 SK18 JP,29.3,1886,33.7,133.8,C
7001012 SK20 JP,32.7,2537,33.7,133.8,C
7001013 SK21,17.4,1410,33.7,133.8,C
7001014 SK23,26.3,1720,33.7,133.8,C
7001015 SK24 JP,13.3,1242,33.7,133.8,C
7001016 SK25,27.7,2160,33.7,133.8,C
7001017 SK26 JP,33.9,1968,33.7,133.8,C
7001018 SK27 JP,22.1,1845,33.7,133.8,C
7001019 SK28 JP,67.7,3905,33.7,133.8,C
7001020 SK29 JP,63.5,3963,33.7,133.8,C
7001021 SK30 JP,68.3,3758,33.7,133.8,C
7001022 SK31 JP,39.9,2323,33.7,133.8,C
7001023 SK32 JP,9,900,33.7,133.8,C
7001024 SK33 JP,12.6,1756,33.7,133.8,C
7001025 SK34 JP,33.6,2998,33.7,133.8,C
7001026 SK35 JP,28.5,1921,33.7,133.8,C
7001027 SK36 JP,26.7,1900,33.7,133.8,C
7001028 SK37 JP,26.3,494,33.7,133.8,C
7002001 IM1 JP,5.8,<0.1,37.7,139.3,C
7002002 IM2 JP,7.5,<0.1,37.7,139.3,C
7002003 IM3 JP,2.2,<0.1,37.7,139.3,C
7002004 IM7 JP,10.2,<0.1,37.7,139.3,C
7002005 IM8 JP,11.6,<0.1,37.7,139.3,C
7002006 IM11 JP,36.2,<0.1,37.7,139.3,C
7002007 IM12 JP,9.2,<0.1,37.7,139.3,C
7002008 IM13 JP,23.5,<0.1,37.7,139.3,C
7002009 IM14 JP,24.9,<0.1,37.7,139.3,C
7003001 TY1 JP,61.7,2841,43.8,144,C
7003002 TY2 JP,28.1,2120,42.8,142,C
7003003 TY3 JP,38.2,1486,42,140.5,C
7003004 TY4 JP,44.3,2174,43,144,C
7003005 TY5 JP,14.2,1162,43,142,C
7003006 TY6 JP,45,2501,42.7,142.3,C
7003007 TY7 JP,31.7,1965,42,140.5,C
7003008 TY8 JP,15,1120,43.8,143.8,C
7003009 TY9 JP,11,838,42.8,142,C
7003010 TY10 JP,21.4,1178,43,141,C
7003011 TY11 JP,13.9,800,44.3,143,C
7003012 TY12 JP,20.5,1392,42.7,143,C
7003013 TY13 JP,15.8,841,43.8,143.8,C
7003014 TY14 JP,12.7,632,43.8,143.8,C
7003015 TY15 JP,18.6,1478,43.8,143.8,C
7003016 TY16 JP,10.5,872,43,142,C
7003017 TY17 JP,9.5,652,43,142,C
7003018 TY18 JP,12.2,929,43,142,C
7003019 TY19 JP,13.7,1053,43,142,C
7003020 TY20 JP,15.1,960,43,141,C
7003021 TY21 JP,14.6,918,43.8,143.8,C
7003022 TY22 JP,43.9,2562,43.8,145,C
7003023 TY23 JP,17.1,711,43.8,144,C
7003024 TY24 JP,15.6,956,42,140.5,C
7003025 TY25 JP,33.1,1464,42,140.5,C
7003026 TY26 JP,30.1,1782,43,144.8,C
7003027 TY27 JP,87.2,6247,43,141,C
7003028 TY28 JP,25.2,1711,42,140.5,C
7003029 TY29 JP,28.1,1851,42.7,142.3,C
7003030 TY30 JP,19.9,1287,42.8,142,C
7003031 TY31 JP,13.8,949,43.8,144,C
7003032 TY32 JP,68.8,3211,43.8,145,C
7003033 TY33 JP,31.7,1470,43,144.8,C
7003034 TY34 JP,15,931,43,142,C
7003035 TY35 JP,75.2,4152,43,144,C
7004007 65-HA-4-23,45.2,3656,20.8,-156.3,C
7004008 65-HA-4-22,32.3,2292,20.7,-156.4,C
7004009 62-HA-1-1,97.5,5632,20,-155.5,C
7004010 65-HA-1-13,21.5,2395,19.9,-155.4,C
7004088 62-HA-2-5,31.1,1888,21.2,-159.5,C
7004090 63-HA-2-2,25.1,1833,22,-159.4,C
7004091 61-HA-7-5,13.7,1416,21.3,-157.8,C
7005001 SS1 JP,41.3,<0.1,40.6,141,C
7005002 SS2 JP,37.5,<0.1,40.6,141,C
7005003 SS3 JP,40,<0.1,40.6,141,C
7005004 SS4 JP,58.6,<0.1,40.6,141,C
7005005 SS5 JP,52.1,<0.1,40.6,141.2,C
7005006 SS6 JP,42.7,<0.1,40.3,141.2,C
7005007 SS7 JP,39.3,<0.1,40.3,141.5,C
7005008 SS8 JP,33.1,<0.1,40.3,141.5,C
7006001 01JP,61.5,2798,35.2,138.7,C
7006002 02JP,35,1424,35.2,138.7,C
7006003 03JP,29.2,1733,35.2,138.7,C
7006004 04JP,21.4,1669,35.2,138.7,C
7006005 05JP,13.6,737,35.2,138.7,C
7006006 06JP,22.9,1265,35.2,138.7,C
7006007 07JP,21.8,1499,35.2,138.7,C
7006008 08JP,28.1,1877,35.2,138.7,C
7006009 09JP,14.7,1208,35.2,138.7,C
7006010 10JP,20.5,1308,35.2,138.7,C
7006011 11JP,21.4,867,35.2,138.7,C
7006012 12JP,9.1,302,36.4,140,C
7006013 13JP,11.5,453,36.4,140,C
7006014 14JP,14.2,487,36.4,140,C
7006015 15JP,7.7,518,36.4,140,C
7006016 16JP,22.1,1732,36.4,140,C
7006017 17JP,<0.1,<0.1,36.4,140,C
7006018 18JP,<0.1,<0.1,40.1,140.2,C
7006019 19JP,15.1,975,40.1,140.2,C
7006020 20JP,25.9,1715,40.1,140.2,C
7006021 21JP,14.6,1088,40.1,140.2,C
7006022 22JP,16.7,1264,40.1,140.2,C
7006023 23JP,36.2,2419,36.4,138.5,C
7006024 24JP,25.5,1713,36.4,138.5,C
7006025 25JP,32,2386,36.4,138.5,C
7006026 26JP,16.4,937,36.4,138.5,C
7006027 27JP,34.6,2565,36.4,138.5,C
7006028 28JP,21,1088,36.4,138.5,C
7006029 29JP,30.3,2153,36.4,138.5,C
7006030 30JP,19.1,1380,36.4,138.5,C
7006031 31JP,9.7,639,36.4,138.5,C
7006032 32JP,12.5,657,36.4,138.5,C
7006033 33JP,6.4,362,36.4,138.5,C
7006034 34JP,11.7,1000,36.7,139,C
7006035 35JP,11.7,881,36.7,139,C
7006036 36JP,13.1,859,38.3,140,C
7006037 37JP,23.2,1476,38.3,140,C
7006038 38JP,15.6,1415,38.3,140,C
7006039 39JP,20.5,986,36.4,140,C
7006040 40JP,21.5,1456,36.4,140,C
7007001 41JP,13.4,788,35.3,137.4,C
7007002 42JP,16.1,2108,35.3,137.4,C
7007003 43JP,18,1223,35.3,137.4,C
7007004 44JP,12.4,857,35.3,137.4,C
7007005 45JP,14.1,867,35.3,137.4,C
7007006 46JP,19.9,1186,35.3,137.4,C
7007007 47JP,13.6,1112,35.3,137.4,C
7007008 48JP,15.4,1105,35.3,137.4,C
7007009 49JP,18.4,1360,35.3,137.4,C
7007010 50JP,9.1,573,35.3,137.4,C
7007011 51JP,14.2,1364,35.3,137.4,C
7007012 52JP,15.3,846,35.3,137.4,C
7007013 53JP,20.8,1757,33.5,130.6,C
7007014 54JP,19.6,1622,33.5,130.6,C
7007015 55JP,23.9,1920,33.5,130.6,C
7007016 56JP,21.2,1183,33.5,130.6,C
7007017 57JP,16.5,1402,33.5,130.6,C
7007018 58JP,15,1062,33.5,130.6,C
7007019 59JP,34.7,2316,33.5,130.6,C
7007020 60JP,22.2,1529,33.5,130.6,C
7007021 61JP,18.7,1646,33.5,130.6,C
7007022 62JP,18.9,1498,33.5,130.6,C
7007023 63JP,44.6,4228,33.5,130.6,C
7007024 64JP,16.5,1313,33.5,130.6,C
7007025 65JP,22.5,1983,33.5,130.6,C
8001001 01ML,6.6,1374,5.8,102.5,C
8001002 02ML,11.9,1331,4,101.9,C
8001003 03ML,7.4,887,4,103.4,C
8001004 04ML,14.8,1537,1.8,103.1,C
8001005 05ML,10.9,<0.1,2.1,102.5,C
8001006 07ML,8.5,857,5.2,103.2,C
8001007 08ML,6.4,<0.1,3.7,102.9,C
8001008 09ML,11.9,896,2.8,101.4,C
8001009 10ML,9.7,1313,4,102.2,C
8001010 11ML,7.6,1100,5.1,103,C
8001011 12ML,4,589,5.1,100.9,C
8001012 13ML,13.4,2192,6,102.3,C
8001013 14ML,4.7,581,3.9,102.3,C
8001014 15ML,11.8,1688,4.9,103.2,C
8001015 16ML,8.2,1059,5.2,101,C
8001016 17ML,6.7,1014,4.9,103.2,C
8001017 18ML,7.3,876,2.1,103,C
8001018 19ML,10.9,1116,4,100.9,C
8001019 20ML,12.3,889,3.9,102.4,C
8001020 21ML,7.9,1223,3.4,102.6,C
8001021 22ML,34.7,2061,5.1,100.4,C
8001022 23ML,6.4,1176,3.8,103.3,C
8001023 24ML,7.3,720,1.9,103.1,C
8001024 25ML,5.6,559,3.1,102.3,C
8001025 26ML,8.3,992,5.8,102.1,C
8001026 27ML,12.3,1757,3.5,102.2,C
8001027 28ML,5.4,1156,5.8,102.5,C
8001028 29ML,81.5,2662,1.9,103,C
8001029 30ML,33.2,2001,5.9,102.4,C
8001030 31ML,18.1,2316,5.8,102.5,C
8001031 32ML,4.5,940,5.1,103,C
8001032 33ML,7.3,551,1.7,103.9,C
8001033 34ML,10.2,847,3.9,101.5,C
8001034 35ML,22.6,2004,1.9,103,C
8001035 36ML,6.3,524,3.2,103.4,C
8001036 37ML,13,1850,3.1,101.7,C
8001037 38ML,6.4,694,1.9,103.4,C
8001038 39ML,70.6,<0.1,2.8,101.5,C
8001039 40ML,11.8,1442,3.5,102.5,C
8001040 41ML,8.8,980,5.2,100.5,C
8001041 42ML,10.5,1054,1.6,103.6,C
8001042 43ML,5.7,662,5,100.8,C
8001043 44ML,7.1,948,4.2,100.7,C
8001044 45ML,8.3,937,4.3,100.8,C
8001045 46ML,9.5,1029,3.9,101.8,C
8001046 47ML,6.3,365,2.8,101.9,C
8001047 48ML,6.7,1488,5.8,102.5,C
8001048 49ML,7.2,979,5.1,103,C
8001049 50ML,9.9,1090,1.7,103.9,C
8002001 AP CY,3.8,431,8.2,79.9,C
8002002 AL1 CY,4,357,8.2,79.9,C
8002003 AL2 CY,3.4,283,8.2,79.9,C
8002004 AL3 CY,3.5,357,8.2,79.9,C
8002005 AL4 CY,4.2,410,8.2,79.9,C
8002006 AL5 CY,4.2,357,8.2,79.9,C
8002007 BP CY,4.3,426,8.2,79.9,C
8002008 BL1 CY,5.1,462,8.2,79.9,C
8002009 BL2 CY,4,492,8.2,79.9,C
8002010 BL3 CY,5.4,589,8.2,79.9,C
8002011 BL4 CY,3.7,463,8.2,79.9,C
8002012 BL5 CY,5.2,492,8.2,79.9,C
8002013 CP CY,6.2,641,8.2,79.9,C
8002014 CL1 CY,6.1,583,8.2,79.9,C
8002015 CL2 CY,6.1,538,8.2,79.9,C
8002016 CL3 CY,4.9,496,8.2,79.9,C
8002017 CL4 CY,5,496,8.2,79.9,C
8002018 CL5 CY,4.7,445,8.2,79.9,C
8002019 AP SK,11.3,1071,1.5,110.4,C
8002020 AL1 SK,13.2,1278,1.5,110.4,C
8002021 AL2 SK,14.1,1320,1.5,110.4,C
8002022 AL3 SK,13.3,1308,1.5,110.4,C
8002023 AL4 SK,12.9,1287,1.5,110.4,C
8002024 AL5 SK,14.3,1350,1.5,110.4,C
8002025 BP SK,13.1,1221,1.5,110.4,C
8002026 BL1 SK,12.8,1212,1.5,110.4,C
8002027 BL2 SK,16.4,1507,1.5,110.4,C
8002028 BL3 SK,16.4,1488,1.5,110.4,C
8002029 BL4 SK,14.3,1381,1.5,110.4,C
8002030 BL5 SK,15.7,1561,1.5,110.4,C
8002031 CP SK,12.6,1145,1.5,110.4,C
8002032 CL1 SK,13.1,1481,1.5,110.4,C
8002033 CL2 SK,11.9,1248,1.5,110.4,C
8002034 CL3 SK,11.7,1295,1.5,110.4,C
8002035 CL4 SK,12.7,1381,1.5,110.4,C
8002036 CL5 SK,14.1,1513,1.5,110.4,C
8003001 T01 ML,9.3,1137,5.2,103.1,C
8003002 T02 ML,15.1,1546,5.2,103.1,C
